model,context_length,horizon,period,window_idx,mae,rmse,mase,inference_seconds,timestamp
Chronos-2,24,24,summer_2023,0,3754.23095703125,4674.934058371948,0.8512487584998305,0.1770957000553608,2026-02-06T12:19:33.654021
Chronos-2,24,24,summer_2023,1,2869.4527994791665,3067.29500957413,0.6506307579600973,0.057793600019067526,2026-02-06T12:19:33.711081
Chronos-2,24,24,summer_2023,2,3303.8253580729165,4079.152366163588,0.7491220616282447,0.0618584998883307,2026-02-06T12:19:33.773442
Chronos-2,24,24,summer_2023,3,2605.2547200520835,3137.722482621654,0.5907254698506551,0.05773660005070269,2026-02-06T12:19:33.832609
Chronos-2,24,24,summer_2023,4,3097.0061848958335,3392.474560394145,0.7022270872870356,0.05398550000973046,2026-02-06T12:19:33.883123
Chronos-2,24,24,summer_2023,5,2591.15234375,4014.6098182554997,0.5875278428382406,0.05681609991006553,2026-02-06T12:19:33.930355
Chronos-2,24,24,summer_2023,6,2637.6368815104165,2836.9384777459627,0.5980679256170806,0.05859420006163418,2026-02-06T12:19:34.003125
Chronos-2,24,24,summer_2023,7,2417.2005208333335,2551.9701225824824,0.548085337837512,0.060540900100022554,2026-02-06T12:19:34.051253
Chronos-2,24,24,summer_2023,8,2063.4479166666665,2448.386971091513,0.46787411254009875,0.060801400104537606,2026-02-06T12:19:34.125861
Chronos-2,24,24,summer_2023,9,3650.1749674479165,4121.864082107719,0.8276547034294071,0.06281659984961152,2026-02-06T12:19:34.189455
Chronos-2,24,24,winter_2022,0,3604.58837890625,3824.5716312794766,0.8173182251081526,0.06212830008007586,2026-02-06T12:19:34.242903
Chronos-2,24,24,winter_2022,1,2587.9755859375,3038.858657254446,0.5868075325603445,0.06360280001536012,2026-02-06T12:19:34.307206
Chronos-2,24,24,winter_2022,2,1157.5859375,1319.085365631879,0.26247548524104697,0.058075200067833066,2026-02-06T12:19:34.374901
Chronos-2,24,24,winter_2022,3,1221.8787434895833,1309.1230839569864,0.27705348321333517,0.05626979982480407,2026-02-06T12:19:34.430748
Chronos-2,24,24,winter_2022,4,2045.7605794270833,2468.7093051621614,0.4638636177040886,0.0571040001232177,2026-02-06T12:19:34.490377
Chronos-2,24,24,winter_2022,5,1349.9812825520833,1510.6277171451288,0.30609994534784934,0.06146439979784191,2026-02-06T12:19:34.546465
Chronos-2,24,24,winter_2022,6,894.3961588541666,1024.2142805122335,0.2027988231266639,0.059651700081303716,2026-02-06T12:19:34.609156
Chronos-2,24,24,winter_2022,7,622.6051432291666,740.4083613450638,0.14117188347638082,0.05928379995748401,2026-02-06T12:19:34.670063
Chronos-2,24,24,winter_2022,8,668.8128255208334,800.6212385849117,0.1516491909820012,0.053111499873921275,2026-02-06T12:19:34.722280
Chronos-2,24,24,winter_2022,9,1266.19091796875,1687.4204230310602,0.2871009959911977,0.05822160001844168,2026-02-06T12:19:34.781902
Chronos-2,24,24,covid_2020,0,863.396728515625,1069.7654561484608,0.19576989312957263,0.0600314000621438,2026-02-06T12:19:34.845622
Chronos-2,24,24,covid_2020,1,953.10595703125,1318.4601043300531,0.21611090844640618,0.05845519993454218,2026-02-06T12:19:34.898944
Chronos-2,24,24,covid_2020,2,1319.727783203125,1988.2885493515719,0.29924015061070264,0.05418249987997115,2026-02-06T12:19:34.958505
Chronos-2,24,24,covid_2020,3,1031.5201822916667,1153.9436060449432,0.23389085130704468,0.0616627000272274,2026-02-06T12:19:35.021703
Chronos-2,24,24,covid_2020,4,570.7180989583334,848.2752555612414,0.12940681560407813,0.06004459992982447,2026-02-06T12:19:35.082539
Chronos-2,24,24,covid_2020,5,2134.3826497395835,3450.890816067464,0.4839581265908983,0.060066600097343326,2026-02-06T12:19:35.137503
Chronos-2,24,24,covid_2020,6,1584.47216796875,1798.1059641486684,0.35926931009260926,0.060903900070115924,2026-02-06T12:19:35.202179
Chronos-2,24,24,covid_2020,7,1303.135009765625,1645.4528625386356,0.2954778413786915,0.05980139994062483,2026-02-06T12:19:35.262761
Chronos-2,24,24,covid_2020,8,2431.7498372395835,3234.10466554228,0.5513843057671877,0.06365519994869828,2026-02-06T12:19:35.326839
Chronos-2,24,24,covid_2020,9,3403.9874674479165,3868.723834052356,0.7718332033321149,0.059902999782934785,2026-02-06T12:19:35.387859
Chronos-2,24,168,summer_2023,0,5273.003534226191,5878.497382007773,1.195621090830481,0.08265919983386993,2026-02-06T12:19:35.472312
Chronos-2,24,168,summer_2023,1,2297.8953683035716,2781.0818584374047,0.5210336289426756,0.06782779982313514,2026-02-06T12:19:35.535065
Chronos-2,24,168,summer_2023,2,2992.689918154762,3598.281836074918,0.6785740159733585,0.07165549998171628,2026-02-06T12:19:35.612153
Chronos-2,24,168,summer_2023,3,2643.4772832961307,3484.6301707351504,0.5993922007685382,0.07090579997748137,2026-02-06T12:19:35.683542
Chronos-2,24,168,summer_2023,4,2970.384347098214,3610.45837897103,0.6735163650491515,0.06703629996627569,2026-02-06T12:19:35.746365
Chronos-2,24,168,summer_2023,5,3388.8777436755954,4154.107999872293,0.7684071664820447,0.06825609994120896,2026-02-06T12:19:35.817783
Chronos-2,24,168,summer_2023,6,4820.716029575893,6145.858814480532,1.0930676834282342,0.07034750003367662,2026-02-06T12:19:35.885597
Chronos-2,24,168,summer_2023,7,4548.326404389881,5596.35396530618,1.0313050127450258,0.07048100000247359,2026-02-06T12:19:35.961317
Chronos-2,24,168,summer_2023,8,3808.4701218377977,4450.275074294078,0.8635471552239767,0.07208620011806488,2026-02-06T12:19:36.035011
Chronos-2,24,168,summer_2023,9,3901.9388718377977,4537.74165335067,0.8847406188938168,0.07019170001149178,2026-02-06T12:19:36.103621
Chronos-2,24,168,winter_2022,0,2200.621512276786,2630.024068361656,0.4989773809054551,0.07519589993171394,2026-02-06T12:19:36.174552
Chronos-2,24,168,winter_2022,1,4353.035760788691,5144.539875148115,0.9870240615156415,0.07350299996323884,2026-02-06T12:19:36.255066
Chronos-2,24,168,winter_2022,2,2390.256277901786,2989.266197263345,0.5419758966212649,0.06950709992088377,2026-02-06T12:19:36.311579
Chronos-2,24,168,winter_2022,3,2078.8186848958335,2556.840738790452,0.47135933961377185,0.07198340003378689,2026-02-06T12:19:36.399100
Chronos-2,24,168,winter_2022,4,2492.2210751488096,3018.0547321287954,0.5650957867027886,0.07017829990945756,2026-02-06T12:19:36.468451
Chronos-2,24,168,winter_2022,5,2301.805222284226,2855.413294172917,0.5219201642637683,0.07496820017695427,2026-02-06T12:19:36.544723
Chronos-2,24,168,winter_2022,6,1298.1031203497023,1740.4989611811648,0.2943368914298903,0.06959680002182722,2026-02-06T12:19:36.613474
Chronos-2,24,168,winter_2022,7,1499.369163876488,2193.6224234916335,0.3399727278079033,0.0663457999471575,2026-02-06T12:19:36.680061
Chronos-2,24,168,winter_2022,8,2349.0403645833335,3015.305187753141,0.5326304420010426,0.07130700000561774,2026-02-06T12:19:36.742535
Chronos-2,24,168,winter_2022,9,2142.762160528274,2883.118407732452,0.485858129078052,0.06876239995472133,2026-02-06T12:19:36.822347
Chronos-2,24,168,covid_2020,0,1585.650402250744,2080.2866852536445,0.35953646746285334,0.07197569985873997,2026-02-06T12:19:36.886163
Chronos-2,24,168,covid_2020,1,2064.117478143601,2687.6368239985836,0.4680259314831801,0.0679927000310272,2026-02-06T12:19:36.963377
Chronos-2,24,168,covid_2020,2,2112.9404180617557,2742.196665913225,0.47909623255610767,0.06614659982733428,2026-02-06T12:19:37.028613
Chronos-2,24,168,covid_2020,3,2876.4910016741073,3507.6046966135787,0.6522266269807001,0.06458480004221201,2026-02-06T12:19:37.085054
Chronos-2,24,168,covid_2020,4,3050.4152250744046,3778.461107587586,0.6916628739609941,0.07249059993773699,2026-02-06T12:19:37.168003
Chronos-2,24,168,covid_2020,5,3815.5925641741073,4598.695302843856,0.8651621251780535,0.06989349983632565,2026-02-06T12:19:37.239490
Chronos-2,24,168,covid_2020,6,3522.4869326636904,4429.4941063715205,0.7987022275883074,0.07054560002870858,2026-02-06T12:19:37.300878
Chronos-2,24,168,covid_2020,7,3939.290213448661,5636.4969791593085,0.8932098056696068,0.07365620019845665,2026-02-06T12:19:37.383200
Chronos-2,24,168,covid_2020,8,4759.695382254465,6250.958802210314,1.079231627290575,0.07236620015464723,2026-02-06T12:19:37.457436
Chronos-2,24,168,covid_2020,9,4005.2623465401784,4549.442210784763,0.9081685807243384,0.06904790014959872,2026-02-06T12:19:37.526940
Chronos-2,48,24,summer_2023,0,3570.5398763020835,4283.235096611203,0.8095979367448882,0.054728199960663915,2026-02-06T12:19:37.582528
Chronos-2,48,24,summer_2023,1,1501.5651041666667,1843.6519416135297,0.34047064375051556,0.0557975999545306,2026-02-06T12:19:37.640248
Chronos-2,48,24,summer_2023,2,1952.4147135416667,2379.7718446166245,0.4426980172507569,0.06080519990064204,2026-02-06T12:19:37.700927
Chronos-2,48,24,summer_2023,3,5224.85009765625,5400.982535534006,1.1847025955203052,0.05958410003222525,2026-02-06T12:19:37.748353
Chronos-2,48,24,summer_2023,4,3539.8201497395835,4063.77067505251,0.8026324278571608,0.06004970008507371,2026-02-06T12:19:37.818451
Chronos-2,48,24,summer_2023,5,4253.898600260417,4683.101634118919,0.964545320653192,0.058605500031262636,2026-02-06T12:19:37.880176
Chronos-2,48,24,summer_2023,6,2112.1180013020835,2195.878568767743,0.47890975461864105,0.05735859996639192,2026-02-06T12:19:37.930650
Chronos-2,48,24,summer_2023,7,7397.3466796875,7954.868546076926,1.6773028216293653,0.060980399837717414,2026-02-06T12:19:37.998264
Chronos-2,48,24,summer_2023,8,1726.8419596354167,2044.9265212808925,0.3915507839260585,0.06022690003737807,2026-02-06T12:19:38.057551
Chronos-2,48,24,summer_2023,9,3057.3860677083335,4063.6495193035385,0.6932434696158023,0.06077059987001121,2026-02-06T12:19:38.121016
Chronos-2,48,24,winter_2022,0,4105.361002604167,4490.11589843723,0.9308653347805547,0.06160999997518957,2026-02-06T12:19:38.175207
Chronos-2,48,24,winter_2022,1,4536.273274739583,4850.806348424323,1.0285720397957625,0.06244820007123053,2026-02-06T12:19:38.242681
Chronos-2,48,24,winter_2022,2,2124.3556315104165,2499.6106830657527,0.4816845619336554,0.05736189987510443,2026-02-06T12:19:38.305067
Chronos-2,48,24,winter_2022,3,1494.55029296875,1777.19487953664,0.3388800784944932,0.056568200001493096,2026-02-06T12:19:38.362616
Chronos-2,48,24,winter_2022,4,1975.4226888020833,2438.2381227718274,0.44791493400419824,0.05906910006888211,2026-02-06T12:19:38.419599
Chronos-2,48,24,winter_2022,5,1932.1985677083333,2371.8887218661766,0.4381141306334336,0.0602765001822263,2026-02-06T12:19:38.481975
Chronos-2,48,24,winter_2022,6,646.455078125,771.560201138357,0.1465797093940581,0.061872499994933605,2026-02-06T12:19:38.541314
Chronos-2,48,24,winter_2022,7,731.3919270833334,820.731245352013,0.16583861702499506,0.0603088999632746,2026-02-06T12:19:38.604883
Chronos-2,48,24,winter_2022,8,1137.85498046875,1260.6169595616107,0.25800161219777873,0.058303700061514974,2026-02-06T12:19:38.662121
Chronos-2,48,24,winter_2022,9,1437.8819986979167,1804.2789391916335,0.3260308916180162,0.057038099970668554,2026-02-06T12:19:38.720956
Chronos-2,48,24,covid_2020,0,630.1398111979166,751.4862462604328,0.14288032305495665,0.06422709999606013,2026-02-06T12:19:38.787307
Chronos-2,48,24,covid_2020,1,1193.6007486979167,1619.5869389159777,0.2706416219733687,0.06422579986974597,2026-02-06T12:19:38.845465
Chronos-2,48,24,covid_2020,2,1384.2240397135417,2030.5329175557777,0.31386427973615055,0.060115400003269315,2026-02-06T12:19:38.906193
Chronos-2,48,24,covid_2020,3,2032.9650065104167,2248.650585590881,0.46096230031464924,0.058034899877384305,2026-02-06T12:19:38.970075
Chronos-2,48,24,covid_2020,4,501.8253580729167,622.726654354806,0.1137858107113114,0.05906739993952215,2026-02-06T12:19:39.030234
Chronos-2,48,24,covid_2020,5,2703.01611328125,3997.7622378969118,0.6128922639472413,0.05877389991655946,2026-02-06T12:19:39.089931
Chronos-2,48,24,covid_2020,6,1034.9529622395833,1542.488343390055,0.23466921302807683,0.06348880007863045,2026-02-06T12:19:39.154778
Chronos-2,48,24,covid_2020,7,1084.47021484375,1366.7774424484583,0.24589694522837593,0.06024509994313121,2026-02-06T12:19:39.214102
Chronos-2,48,24,covid_2020,8,2169.40625,2827.6838979487407,0.4918995123450262,0.057885900139808655,2026-02-06T12:19:39.261059
Chronos-2,48,24,covid_2020,9,4259.189778645833,4973.003090921998,0.9657450627796456,0.062839699909091,2026-02-06T12:19:39.336825
Chronos-2,48,168,summer_2023,0,3293.091262090774,4040.070454227799,0.7466881714432779,0.0745168998837471,2026-02-06T12:19:39.411819
Chronos-2,48,168,summer_2023,1,9983.691917782739,11003.363249244674,2.263740682852881,0.07191079994663596,2026-02-06T12:19:39.484678
Chronos-2,48,168,summer_2023,2,2888.4485677083335,3567.791165543265,0.6549379314683078,0.07467300002463162,2026-02-06T12:19:39.559296
Chronos-2,48,168,summer_2023,3,2636.2125418526784,3316.964565180229,0.5977449653679087,0.0734691999386996,2026-02-06T12:19:39.633137
Chronos-2,48,168,summer_2023,4,4329.015950520833,5319.430820439169,0.9815777174031087,0.07511520013213158,2026-02-06T12:19:39.709910
Chronos-2,48,168,summer_2023,5,3366.8861374627977,3927.123748206763,0.7634207051533936,0.07359189982526004,2026-02-06T12:19:39.782665
Chronos-2,48,168,summer_2023,6,4511.504603794643,5624.206195160567,1.02295589613468,0.07352759991772473,2026-02-06T12:19:39.857811
Chronos-2,48,168,summer_2023,7,3504.2093563988096,4080.5375543830396,0.7945578996868164,0.07237909990362823,2026-02-06T12:19:39.929328
Chronos-2,48,168,summer_2023,8,3590.2655087425596,4293.5758593438795,0.8140706024699765,0.07327549997717142,2026-02-06T12:19:39.997179
Chronos-2,48,168,summer_2023,9,4588.909760974702,5438.298773681629,1.04050703901991,0.07620700006373227,2026-02-06T12:19:40.080061
Chronos-2,48,168,winter_2022,0,1865.5882393973213,2404.969827596155,0.42301064874140487,0.07495559984818101,2026-02-06T12:19:40.155752
Chronos-2,48,168,winter_2022,1,8094.573776971726,8763.45763487535,1.8353947738157521,0.07503219996578991,2026-02-06T12:19:40.231473
Chronos-2,48,168,winter_2022,2,2549.5230887276784,2934.5112660472046,0.5780886655311932,0.0764597998932004,2026-02-06T12:19:40.310458
Chronos-2,48,168,winter_2022,3,1550.43408203125,1866.0786188275522,0.3515513836443867,0.07211269997060299,2026-02-06T12:19:40.373794
Chronos-2,48,168,winter_2022,4,2251.90966796875,2770.4430224102302,0.5106066544792512,0.07510290015488863,2026-02-06T12:19:40.457488
Chronos-2,48,168,winter_2022,5,1502.7892485119048,1872.2249740336686,0.3407482109449783,0.07757680001668632,2026-02-06T12:19:40.535065
Chronos-2,48,168,winter_2022,6,1119.281970796131,1516.4941280660012,0.25379029658976815,0.06993769994005561,2026-02-06T12:19:40.606056
Chronos-2,48,168,winter_2022,7,1281.885230654762,1886.0778162709732,0.29065958477872406,0.07364670000970364,2026-02-06T12:19:40.675715
Chronos-2,48,168,winter_2022,8,4463.790434337798,5011.491028004755,1.0121370019382747,0.06784639996476471,2026-02-06T12:19:40.747670
Chronos-2,48,168,winter_2022,9,2129.665504092262,2943.487716605297,0.48288854285406807,0.07278820010833442,2026-02-06T12:19:40.822117
Chronos-2,48,168,covid_2020,0,1918.052013578869,2562.9496680758207,0.4349064865706187,0.07209470006637275,2026-02-06T12:19:40.891739
Chronos-2,48,168,covid_2020,1,2941.9487653459823,3817.397307083987,0.6670687719359805,0.07587119983509183,2026-02-06T12:19:40.963834
Chronos-2,48,168,covid_2020,2,2004.9244559151787,2619.6485750417987,0.4546042780845189,0.07356170006096363,2026-02-06T12:19:41.043293
Chronos-2,48,168,covid_2020,3,2010.705833798363,2498.820809579942,0.45591516992942843,0.07789049996063113,2026-02-06T12:19:41.122912
Chronos-2,48,168,covid_2020,4,3799.7645089285716,4811.125260252501,0.8615732110884728,0.07847919990308583,2026-02-06T12:19:41.200996
Chronos-2,48,168,covid_2020,5,5056.891648065476,5955.395996513691,1.1466190510260785,0.07520719990134239,2026-02-06T12:19:41.279489
Chronos-2,48,168,covid_2020,6,2515.7227492559523,3453.137982404362,0.5704246466305201,0.07210590015165508,2026-02-06T12:19:41.350997
Chronos-2,48,168,covid_2020,7,4950.20392717634,6828.072464727952,1.122428267082975,0.07439529988914728,2026-02-06T12:19:41.425917
Chronos-2,48,168,covid_2020,8,4147.8740466889885,5721.814542075526,0.9405049058169276,0.07802650006487966,2026-02-06T12:19:41.504979
Chronos-2,48,168,covid_2020,9,4194.026448567708,5151.698220192593,0.9509696788292178,0.07488850015215576,2026-02-06T12:19:41.579949
Chronos-2,96,24,summer_2023,0,3481.73681640625,4100.286902952688,0.7894623895842277,0.06840720004402101,2026-02-06T12:19:41.651007
Chronos-2,96,24,summer_2023,1,2559.4368489583335,3095.7183853030647,0.5803365496344886,0.06320340000092983,2026-02-06T12:19:41.714949
Chronos-2,96,24,summer_2023,2,3951.0076497395835,4886.157017473397,0.8958666622161567,0.06668790010735393,2026-02-06T12:19:41.775014
Chronos-2,96,24,summer_2023,3,5388.186360677083,5553.665579908875,1.2217380876639305,0.06876119994558394,2026-02-06T12:19:41.848389
Chronos-2,96,24,summer_2023,4,2505.326171875,2763.327732129588,0.5680672867106121,0.06511780014261603,2026-02-06T12:19:41.916506
