coverage_50,width_50,coverage_80,width_80,coverage_90,width_90,coverage_95,width_95,crps,winkler_90,model,window,context_length,horizon
0.08333333333333333,0.02723664744892773,0.2916666666666667,0.052510824945063476,0.5416666666666666,0.06781496693938743,0.5833333333333334,0.07999903831781353,2520.331888520182,29875.71697880974,Chronos-Bolt,29,512,24
0.375,0.04898412416583682,0.625,0.09326425567118386,0.75,0.1192439246885739,0.9166666666666666,0.13925057996882548,1939.5401090138282,11491.909318640488,Chronos-2,0,512,24
0.9166666666666666,0.0791400621501989,1.0,0.15396455089136343,1.0,0.19007368643985406,1.0,0.22700135494655624,956.7295109683322,10884.838925034031,Chronos-2,1,512,24
0.4166666666666667,0.053348742634338385,0.625,0.09896924246169407,0.8333333333333334,0.12597697641046873,0.9166666666666666,0.14746214102762434,1879.5683017729632,10873.446478653204,Chronos-2,2,512,24
0.041666666666666664,0.05557673550035059,0.625,0.10594388124198215,0.8333333333333334,0.13281499369808536,0.9166666666666666,0.15734291236376224,1982.0667024400152,9722.192313881897,Chronos-2,3,512,24
0.125,0.04861204537116247,0.4166666666666667,0.09300884674325652,0.7916666666666666,0.11857818795398412,0.8333333333333334,0.1373441064476966,2035.4759593558795,10820.73492744661,Chronos-2,4,512,24
0.6666666666666666,0.06463050939019024,0.8333333333333334,0.12176510264558925,0.9583333333333334,0.153079097488065,1.0,0.18172771035407076,1385.0277388410593,9452.933150216295,Chronos-2,5,512,24
0.75,0.08956941928670151,1.0,0.16536051520744346,1.0,0.22037953376457511,1.0,0.25600956380174367,1295.998752828473,12839.50446921619,Chronos-2,6,512,24
0.875,0.06045034792793125,1.0,0.1118946039565529,1.0,0.14321862100506216,1.0,0.1663934304713719,821.3431451478788,8573.054718477937,Chronos-2,7,512,24
0.6666666666666666,0.05327826626887697,0.8333333333333334,0.10066940853694592,0.9583333333333334,0.12835373185003837,1.0,0.15091726993744028,1288.858694251289,8690.735747801262,Chronos-2,8,512,24
0.5416666666666666,0.051975627820375146,0.875,0.10041069292779571,1.0,0.1278937239334195,1.0,0.1510622218143546,1283.659538515167,8137.856338262826,Chronos-2,9,512,24
0.3333333333333333,0.03435504561662908,0.8333333333333334,0.06404708412499928,0.9166666666666666,0.08005864991782037,0.9583333333333334,0.09440096745868895,965.8675544731532,6132.1885730070935,Chronos-2,10,512,24
0.5833333333333334,0.048852613467295726,1.0,0.09139306974066089,1.0,0.11822429179596299,1.0,0.1394068854865439,1115.351119879074,7906.540148572356,Chronos-2,11,512,24
0.7083333333333334,0.03694488249581538,1.0,0.07033316296003433,1.0,0.09114818712806348,1.0,0.10463349161209666,615.4147155758102,6211.1906701313665,Chronos-2,12,512,24
0.9166666666666666,0.039812020058280086,1.0,0.07449668317117411,1.0,0.0943868174188915,1.0,0.11285360348198628,603.6089674166718,6416.482705465248,Chronos-2,13,512,24
0.5,0.038285375152060735,0.75,0.07212379980733574,0.8333333333333334,0.0937159342103645,0.875,0.11132405290835978,1068.1657337222548,8454.286366114766,Chronos-2,14,512,24
0.4583333333333333,0.0486713305508053,0.875,0.09369173523140881,1.0,0.11984563764882704,1.0,0.13985423784126208,1195.8670776096699,7469.738903376092,Chronos-2,15,512,24
0.375,0.06415486243401441,0.6666666666666666,0.12353285485302672,0.875,0.15556316314094185,0.9583333333333334,0.18286977872978213,2340.8392482625386,12968.055762434384,Chronos-2,16,512,24
0.7916666666666666,0.038711932112934375,1.0,0.07217041601491823,1.0,0.09046567723584908,1.0,0.10663643706968479,701.9365010500251,6164.059849819049,Chronos-2,17,512,24
0.9583333333333334,0.03944740707756177,1.0,0.07707017432273663,1.0,0.09691758593893048,1.0,0.11422771261384589,532.6307037161217,6651.195476092961,Chronos-2,18,512,24
0.75,0.03703739813378614,1.0,0.06914323125475016,1.0,0.08702678809770995,1.0,0.10112840387013952,634.5711170262831,5910.7361596466535,Chronos-2,19,512,24
0.5416666666666666,0.04232313569458172,0.9166666666666666,0.08281487704146129,1.0,0.10193266967539498,1.0,0.11697728770189601,833.790483888834,6773.646754047627,Chronos-2,20,512,24
0.5,0.040833749965718986,0.7916666666666666,0.0787199092554248,0.9583333333333334,0.09882107297351886,1.0,0.11801967325996299,1098.9358806580915,6439.066255538081,Chronos-2,21,512,24
0.625,0.04977612050651661,1.0,0.09480942103938066,1.0,0.12462420229839115,1.0,0.14630820551508764,890.3409260565468,7683.336512775506,Chronos-2,22,512,24
0.75,0.06849711291838596,1.0,0.1269858012787036,1.0,0.16307402032749893,1.0,0.1887192076956885,1157.145799092353,10318.257230441157,Chronos-2,23,512,24
0.9583333333333334,0.041415864658043575,1.0,0.07891976495644759,1.0,0.10143524559096945,1.0,0.12078708304150824,548.790748748339,6697.566395880531,Chronos-2,24,512,24
0.9583333333333334,0.0354796491826433,1.0,0.06811100230497713,1.0,0.08586368832856059,1.0,0.100277519273458,491.3495481307112,5690.902156269779,Chronos-2,25,512,24
0.8333333333333334,0.03086408111628444,1.0,0.059841858650234815,1.0,0.07429178508883033,1.0,0.08796571440417518,457.55453560460745,4889.374538524326,Chronos-2,26,512,24
1.0,0.037154536659113634,1.0,0.06842346137221185,1.0,0.08829240874422963,1.0,0.10565609177999234,497.0998898394141,5754.733653682491,Chronos-2,27,512,24
0.875,0.03654210491195174,0.9583333333333334,0.07066228199402512,1.0,0.08999062210542906,1.0,0.10534204283033745,580.2688263468272,5721.056310512037,Chronos-2,28,512,24
0.20833333333333334,0.0387351878818026,0.875,0.07351844254054447,0.9166666666666666,0.09056480029517672,0.9583333333333334,0.10628451044746576,1064.355809431253,5985.093852702099,Chronos-2,29,512,24
