model,period,window,mae,rmse,mase
Chronos-2,winter_storm,8,5296.671223958333,5728.000171931538,1.2009875937791905
Chronos-2,winter_storm,9,4055.9091796875,4977.301177511536,0.9196524383591117
Chronos-2,recent_2023,0,611.1904296875,737.4741680280792,0.1385836674496666
Chronos-2,recent_2023,1,1624.1087239583333,1890.8820658911718,0.36825665516101785
Chronos-2,recent_2023,2,1176.541015625,1360.0277456627582,0.2667734325186255
Chronos-2,recent_2023,3,2131.474609375,2369.1588288341127,0.48329874634009545
Chronos-2,recent_2023,4,3557.1612955729165,3693.3902572536354,0.8065644259229544
Chronos-2,recent_2023,5,786.083984375,962.1402362054706,0.1782397043321405
Chronos-2,recent_2023,6,1165.6526692708333,1343.0244025084332,0.2643045670113659
Chronos-2,recent_2023,7,540.9191080729166,652.3326149790179,0.12265007786309005
Chronos-2,recent_2023,8,3933.5597330729165,4665.020520742039,0.8919104545211848
Chronos-2,recent_2023,9,4039.71875,4659.113880822441,0.915981358095589
Chronos-2,holiday_period,0,574.0930989583334,752.8259476578158,0.13017207607761297
Chronos-2,holiday_period,1,3503.2991536458335,3913.5031851385165,0.7943515168157779
Chronos-2,holiday_period,2,4155.6552734375,6406.45461859985,0.942269251081001
Chronos-2,holiday_period,3,8442.96728515625,9015.738342004886,1.914390857089754
Chronos-2,holiday_period,4,2403.4423828125,3170.5921486838374,0.5449657647362437
Chronos-2,holiday_period,5,4447.672037760417,4929.410345362124,1.0084822547390366
Chronos-2,holiday_period,6,2744.8644205729165,3156.3204154699556,0.6223811100078791
Chronos-2,holiday_period,7,2210.7018229166665,2871.7612118984084,0.5012630292887599
Chronos-2,holiday_period,8,4295.653971354167,4791.250392240699,0.9740130940030665
Chronos-2,holiday_period,9,5320.99609375,6352.543759414598,1.2065031082608038
Moirai-2,normal_summer,0,690.05615234375,764.3832744430213,0.15646598456539698
Moirai-2,normal_summer,1,2712.81298828125,3271.703877793269,0.61511364504403
Moirai-2,normal_summer,2,2262.7906901041665,3398.9314500265855,0.5130738592649969
Moirai-2,normal_summer,3,1202.8297526041667,1533.7381589076463,0.27273424179545813
Moirai-2,normal_summer,4,1205.3917643229167,1443.64838855944,0.273315162180967
Moirai-2,normal_summer,5,539.2633463541666,674.5643829316596,0.12227464408621554
Moirai-2,normal_summer,6,1577.7737630208333,2002.1616946377003,0.3577504880059808
Moirai-2,normal_summer,7,480.4871419270833,777.1729992765245,0.10894750155808193
Moirai-2,normal_summer,8,2530.1007486979165,3834.190784076011,0.5736847694931693
Moirai-2,normal_summer,9,3448.96435546875,4870.741068765154,0.7820314358135807
Moirai-2,covid_lockdown,0,1608.17919921875,1784.1317231391863,0.36464473348830717
Moirai-2,covid_lockdown,1,505.6954752604167,732.3908788360901,0.11466333595917558
Moirai-2,covid_lockdown,2,789.5555826822916,891.7358863963339,0.17902686787719557
Moirai-2,covid_lockdown,3,751.69482421875,968.401882040282,0.17044217396602565
Moirai-2,covid_lockdown,4,863.560791015625,1288.51778327707,0.19580709329148058
Moirai-2,covid_lockdown,5,292.688232421875,348.37568337421715,0.06636525491592365
Moirai-2,covid_lockdown,6,2310.4231770833335,3506.2544864839806,0.523874232462425
Moirai-2,covid_lockdown,7,701.81591796875,1113.7278166517242,0.15913243902786997
Moirai-2,covid_lockdown,8,2683.5706380208335,3321.508831486371,0.6084831221380868
Moirai-2,covid_lockdown,9,3563.6321614583335,4100.150128550326,0.8080316549278891
Moirai-2,winter_storm,0,1711.4697265625,2635.838308035584,0.38806522470808275
Moirai-2,winter_storm,1,4539.349283854167,5423.173425313111,1.0292695059266141
Moirai-2,winter_storm,2,1992.7737630208333,2269.4386398395072,0.4518491832702661
Moirai-2,winter_storm,3,1104.63427734375,1309.191801110267,0.2504690222704904
Moirai-2,winter_storm,4,4227.587727864583,5159.577438256838,0.9585794923068954
Moirai-2,winter_storm,5,11733.151529947916,14906.717473845267,2.6604198802560277
Moirai-2,winter_storm,6,1688.2579752604167,1941.9921901248247,0.3828021029916367
Moirai-2,winter_storm,7,1209.22216796875,1440.2867550374906,0.27418368262773446
Moirai-2,winter_storm,8,5728.037109375,6111.460738135979,1.2987971528134834
Moirai-2,winter_storm,9,4028.2799479166665,4828.066130519439,0.9133876801403407
Moirai-2,recent_2023,0,1078.37939453125,1447.2015956176006,0.24451588921754353
Moirai-2,recent_2023,1,1676.2353515625,2054.431552498134,0.3800760470792814
Moirai-2,recent_2023,2,1278.61083984375,1633.323795003807,0.28991713681944314
Moirai-2,recent_2023,3,1945.41650390625,2191.85137638385,0.4411112162968324
Moirai-2,recent_2023,4,2409.51708984375,2571.76407377698,0.5463431671597458
Moirai-2,recent_2023,5,1023.0263671875,1182.6400011745043,0.23196493102001295
Moirai-2,recent_2023,6,927.5432942708334,1177.3029337423784,0.21031473202896972
Moirai-2,recent_2023,7,601.12255859375,710.4035923005505,0.1363008396568693
Moirai-2,recent_2023,8,4517.57861328125,5359.552777451876,1.0243331403942284
Moirai-2,recent_2023,9,1994.2978515625,2314.372522469105,0.4521947609648157
Moirai-2,holiday_period,0,1145.3683268229167,1393.1292060586613,0.25970521723150347
Moirai-2,holiday_period,1,2928.6689453125,3262.83323724214,0.6640576544938234
Moirai-2,holiday_period,2,4080.9744466145835,6327.597305014234,0.9253358333333035
Moirai-2,holiday_period,3,11808.192220052084,13479.08271685623,2.6774348947874342
Moirai-2,holiday_period,4,3877.8935546875,4413.326254643115,0.8792884912527109
Moirai-2,holiday_period,5,4546.753255208333,5260.533291331537,1.0309483108524
Moirai-2,holiday_period,6,877.8214518229166,1105.8226225947767,0.19904061034105328
Moirai-2,holiday_period,7,2207.5340169270835,2689.0631227021545,0.5005447487816029
Moirai-2,holiday_period,8,3690.7607421875,4275.07904663221,0.8368572780059974
Moirai-2,holiday_period,9,4280.523600260417,5427.054498593024,0.9705823754999668
TTM,normal_summer,0,1156.8992513020833,1384.8428085246476,0.26231978337290246
TTM,normal_summer,1,750.6321614583334,906.8948538901412,0.17020122172684216
TTM,normal_summer,2,3593.91650390625,4636.630540871018,0.8148984431478548
TTM,normal_summer,3,4273.948079427083,4454.85614450696,0.9690914166298468
TTM,normal_summer,4,2198.39453125,2360.8541587052005,0.49847242666690367
TTM,normal_summer,5,989.9541015625,1207.654950732003,0.22446599838206988
TTM,normal_summer,6,1678.1642252604167,1884.7269527054843,0.38051340731615746
TTM,normal_summer,7,796.8377278645834,861.86911832164,0.18067804946846966
TTM,normal_summer,8,3129.6432291666665,4637.088797105366,0.7096273361621395
TTM,normal_summer,9,1545.8707682291667,1879.1678954361355,0.3505166803314769
TTM,covid_lockdown,0,2688.4105631510415,2880.17554999193,0.6095805453668324
TTM,covid_lockdown,1,1684.67822265625,1816.7528554828236,0.38199041612556195
TTM,covid_lockdown,2,665.042724609375,753.2437522588775,0.15079434380903028
TTM,covid_lockdown,3,767.85009765625,1013.958131334107,0.17410528276628232
TTM,covid_lockdown,4,2064.7774251302085,2576.7408798708443,0.4681755703997665
TTM,covid_lockdown,5,869.4273274739584,992.4495499382637,0.19713729431906982
TTM,covid_lockdown,6,2131.8994954427085,3584.78764602959,0.48339508664035413
TTM,covid_lockdown,7,3535.3234049479165,4684.329683669492,0.8016128186575648
TTM,covid_lockdown,8,1622.9339192708333,1915.9377086417996,0.3679902754302128
TTM,covid_lockdown,9,3916.2450358072915,4146.413960346843,0.887984453505302
TTM,winter_storm,0,5653.623860677083,6174.438855468224,1.2819244067584215
TTM,winter_storm,1,9674.743815104166,10430.31784858329,2.193688602451845
TTM,winter_storm,2,7490.645670572917,8132.0664275368645,1.6984577934650091
TTM,winter_storm,3,2868.8841145833335,3350.7819568030677,0.6505018121607855
TTM,winter_storm,4,3622.869140625,5089.2225558073205,0.8214632752916987
TTM,winter_storm,5,8853.368001302084,9944.777941849952,2.007446693053251
TTM,winter_storm,6,4168.764322916667,4744.580029861927,0.9452416473512288
TTM,winter_storm,7,1958.5496419270833,2405.286561984304,0.4440890744955943
TTM,winter_storm,8,5206.1845703125,5504.260106899766,1.1804703020999034
TTM,winter_storm,9,4152.889811197917,4907.677348599081,0.9416421995423325
TTM,recent_2023,0,3222.2366536458335,3270.2166461505903,0.7306223251586256
TTM,recent_2023,1,4487.890462239583,4647.193641648997,1.0176015349054817
TTM,recent_2023,2,3117.6892903645835,3207.4153525827596,0.7069168541270909
TTM,recent_2023,3,1062.44189453125,1466.0287420181864,0.24090215920362895
TTM,recent_2023,4,3796.0613606770835,3997.947306151604,0.8607335450189904
TTM,recent_2023,5,2505.86279296875,2582.385421662841,0.568188962240186
TTM,recent_2023,6,1924.6062825520833,2191.123891778044,0.4363926267122829
TTM,recent_2023,7,2175.2849934895835,2322.135026519995,0.4932324812418051
TTM,recent_2023,8,2817.7565104166665,3720.712671145241,0.638908942656997
TTM,recent_2023,9,5694.723470052083,6136.244206132224,1.2912434901754317
TTM,holiday_period,0,1351.1809895833333,1531.280298111512,0.3063719715318012
TTM,holiday_period,1,3720.5382486979165,4531.354371365896,0.8436091442972118
TTM,holiday_period,2,5006.150716145833,6594.1339223820605,1.1351138570739523
TTM,holiday_period,3,17608.617024739582,18206.537288171156,3.992645511895122
TTM,holiday_period,4,4210.965983072917,5127.45603231702,0.9548106139986744
TTM,holiday_period,5,6184.62353515625,7297.0716968724655,1.4023253141180594
TTM,holiday_period,6,4138.373697916667,4800.813439595242,0.9383507602168526
TTM,holiday_period,7,3250.8251953125,3809.2169526254256,0.7371046009907749
TTM,holiday_period,8,2258.0538736979165,3354.984609397554,0.5119998153046726
TTM,holiday_period,9,6245.197591145833,6763.348756680294,1.4160601084204343
Prophet,normal_summer,0,3384.689870867016,3777.4501131866396,0.767457592103201
Prophet,normal_summer,1,738.9139597095694,994.7423441772685,0.1675441916174389
Prophet,normal_summer,2,2991.6047670323737,4266.362396778268,0.6783279646365361
Prophet,normal_summer,3,2696.963179731743,3132.8707388812695,0.611519798526687
Prophet,normal_summer,4,2306.8317042577746,2525.816040903631,0.5230598881082993
Prophet,normal_summer,5,4312.1002867022935,4683.495407277177,0.9777421947649068
Prophet,normal_summer,6,1292.9007330947788,1381.556491273591,0.2931572821456786
Prophet,normal_summer,7,2964.4816793712525,3037.1019625634035,0.6721779714788244
Prophet,normal_summer,8,3528.671093141555,4715.822325073514,0.8001044479070352
Prophet,normal_summer,9,4600.875753785833,5012.846014887351,1.0432202542273057
Prophet,covid_lockdown,0,1626.3051216119438,1913.885574734284,0.3687546748079728
Prophet,covid_lockdown,1,664.9143283997108,779.7001215466049,0.1507652307588947
Prophet,covid_lockdown,2,2679.0792232053554,2930.8552945254014,0.6074647214777804
Prophet,covid_lockdown,3,4329.661236819807,4571.140249333353,0.9817240320990253
Prophet,covid_lockdown,4,3015.99816853141,3536.0416760027156,0.6838590182609149
Prophet,covid_lockdown,5,1026.3726885806307,1405.8686284219968,0.2327236887959854
Prophet,covid_lockdown,6,2127.465421417083,2688.7020525165985,0.4823896876511574
Prophet,covid_lockdown,7,3010.097111967254,4229.414847643919,0.6825209900118357
Prophet,covid_lockdown,8,2961.830185470523,3472.8813450503717,0.671576761559403
Prophet,covid_lockdown,9,7519.974985792996,7733.02078363623,1.7051080351402004
Prophet,winter_storm,0,4334.025256466018,4831.3664110446525,0.9827135466889437
Prophet,winter_storm,1,6512.390521926182,7120.310401108087,1.4766444606379556
Prophet,winter_storm,2,4364.099562442319,4561.021690212679,0.9895327104319531
Prophet,winter_storm,3,1349.2638892255545,1892.7808931076909,0.30593728082732485
Prophet,winter_storm,4,3153.2578497865784,3587.354492436311,0.7149818060163438
Prophet,winter_storm,5,12244.436774513619,14766.782079988678,2.7763506619946146
Prophet,winter_storm,6,15062.109995347362,15383.400165968704,3.415240719251414
Prophet,winter_storm,7,3104.1288566465623,3555.9887528729278,0.7038421092594196
Prophet,winter_storm,8,10250.037437067149,10566.815793855938,2.324132889730355
Prophet,winter_storm,9,5713.8267890217985,6389.817309072156,1.2955750501519803
Prophet,recent_2023,0,824.2367986386074,906.6223639014546,0.18689062009808285
Prophet,recent_2023,1,960.5001632641652,1181.2653227647982,0.2177874991910625
Prophet,recent_2023,2,2382.360929451809,2620.979925060387,0.5401856749639162
Prophet,recent_2023,3,3219.728501538415,3507.166826911647,0.730053617108427
Prophet,recent_2023,4,6610.330055815551,6901.204786539167,1.4988516470326105
Prophet,recent_2023,5,872.0062393183094,1116.61695413293,0.19772204670402174
Prophet,recent_2023,6,4274.577383220618,4405.085757503623,0.9692341073910431
Prophet,recent_2023,7,2308.8256614266716,2466.742199005758,0.5235120056215669
Prophet,recent_2023,8,4943.768633498322,5694.469388376201,1.120969103857086
Prophet,recent_2023,9,2379.378502972619,3145.2628066354664,0.5395094281195465
Prophet,holiday_period,0,3387.9388546948817,3756.9531832414655,0.7681942791854587
Prophet,holiday_period,1,2469.128340305329,2933.410632698101,0.5598596512356665
Prophet,holiday_period,2,2445.516691452822,3595.401858428029,0.5545058552114271
Prophet,holiday_period,3,17746.923388791733,18303.713871757383,4.024005628531398
Prophet,holiday_period,4,4843.110031366355,7625.752257609471,1.0981453854769776
Prophet,holiday_period,5,11216.030339252247,14052.637225611,2.543165833658495
Prophet,holiday_period,6,11585.206632867623,12633.774047368466,2.62687428559033
Prophet,holiday_period,7,5006.739616131255,6024.054892147816,1.1352473865203847
Prophet,holiday_period,8,2842.0744880666257,3570.9595058807718,0.644422894387906
Prophet,holiday_period,9,4052.8247532369733,4448.819393587637,0.9189530636491521
